saguaro_number,date,buds,flowers,green_fruit,red_fruit
29,2018-03-06,0,0,0,0
29,2018-03-07,0,0,0,0
29,2018-03-08,0,0,0,0
29,2018-03-11,0,0,0,0
29,2018-03-12,0,0,0,0
29,2018-03-13,0,0,0,0
29,2018-03-14,0,0,0,0
29,2018-03-15,0,0,0,0
29,2018-03-16,0,0,0,0
29,2018-03-18,0,0,0,0
29,2018-03-19,0,0,0,0
29,2018-03-20,0,0,0,0
29,2018-03-21,0,0,0,0
29,2018-03-22,0,0,0,0
29,2018-03-23,0,0,0,0
29,2018-03-25,0,0,0,0
29,2018-03-26,0,0,0,0
29,2018-03-27,0,0,0,0
29,2018-03-28,0,0,0,0
29,2018-03-29,0,0,0,0
29,2018-03-30,0,0,0,0
29,2018-04-01,0,0,0,0
29,2018-04-02,0,0,0,0
29,2018-04-03,0,0,0,0
29,2018-04-04,0,0,0,0
29,2018-04-05,0,0,0,0
29,2018-04-08,0,0,0,0
29,2018-04-09,0,0,0,0
29,2018-04-10,0,0,0,0
29,2018-04-11,0,0,0,0
29,2018-04-12,0,0,0,0
29,2018-04-13,0,0,0,0
29,2018-04-15,0,0,0,0
29,2018-05-16,0,0,0,0
29,2018-05-17,0,0,0,0
29,2018-05-18,0,0,0,0
29,2018-05-19,0,0,0,0
29,2018-05-21,0,0,0,0
29,2018-05-22,0,0,0,0
29,2018-05-23,0,0,0,0
29,2018-05-24,0,0,0,0
29,2018-05-25,0,0,0,0
29,2018-05-26,0,0,0,0
29,2018-05-28,0,0,0,0
29,2018-05-29,0,0,0,0
29,2018-05-30,0,0,0,0
29,2018-05-31,0,0,0,0
29,2018-06-01,0,0,0,0
29,2018-06-02,0,0,0,0
29,2018-06-04,0,0,0,0
29,2018-06-05,0,0,0,0
29,2018-06-06,0,0,0,0
29,2018-06-07,0,0,0,1
29,2018-06-08,0,0,0,0
29,2018-06-11,0,0,0,0
29,2018-06-12,0,0,0,0
29,2018-06-13,0,0,0,0
29,2018-06-14,0,0,0,0
29,2018-06-15,0,0,0,0
29,2018-06-16,0,0,0,0
29,2018-06-18,0,0,0,0
29,2018-06-19,0,0,0,0
29,2018-06-20,0,0,0,0
29,2018-06-21,0,0,0,0
29,2018-06-22,0,0,0,0
29,2018-06-23,0,0,0,0
29,2018-06-25,0,0,0,0
29,2018-06-26,0,0,0,0
29,2018-06-27,0,0,0,0
29,2018-06-28,0,0,0,0
29,2018-06-29,0,0,0,0
29,2018-06-30,0,0,0,0
29,2018-07-02,0,0,0,0
29,2018-07-03,0,0,0,0
29,2018-07-05,0,0,0,0
